box_id,box_length_cm,box_width_cm,box_height_cm,material_type,thickness_mm,product_weight_kg,strength_score,strength_risk
1109,56.0,26.0,6.5,recycled_kraft,2.2,2.29,26.0,High
1110,43.5,40.5,14.0,heavy_duty_corrugated,5.7,6.16,92.2,Low
1111,31.5,12.0,12.5,double_wall_corrugated,6.8,4.02,95.4,Low
1112,15.5,9.5,27.0,corrugated,4.2,0.48,57.7,Medium
1113,21.0,42.0,11.0,standard_corrugated,4.1,2.01,53.3,Medium
1114,31.0,29.5,7.0,standard_corrugated,3.6,1.32,47.7,High
1115,35.5,21.5,28.0,standard_corrugated,3.0,2.94,46.2,High
1116,22.5,21.0,24.5,double_wall_corrugated,5.0,3.75,83.8,Low
1117,23.5,14.5,4.5,standard_corrugated,3.2,1.84,45.6,High
1118,47.0,49.0,16.5,recycled_kraft,2.4,3.53,20.1,High
1119,45.5,36.5,27.0,heavy_duty_corrugated,5.5,7.31,89.4,Low
1120,30.5,34.5,8.5,double_wall_corrugated,6.7,5.08,90.7,Low
1121,31.0,17.0,14.0,corrugated,4.9,1.41,54.3,Medium
1122,36.5,39.5,18.0,food_grade_cardboard,3.9,3.02,34.1,High
1123,27.0,24.0,10.0,double_wall_corrugated,5.7,2.6,86.3,Low
1124,45.5,35.5,29.0,double_wall_corrugated,5.3,3.31,79.3,Low
1125,14.5,14.0,10.5,standard_corrugated,4.1,3.93,53.2,Medium
1126,33.0,23.5,30.0,standard_corrugated,3.7,3.84,55.0,Medium
1127,23.0,16.0,9.0,standard_corrugated,3.7,1.34,45.9,High
1128,20.0,13.5,5.5,standard_corrugated,3.5,1.34,47.9,High
1129,23.5,24.5,9.0,standard_corrugated,3.8,2.03,47.2,High
1130,41.0,53.0,8.5,recycled_kraft,3.3,1.01,27.9,High
1131,41.5,16.0,11.0,standard_corrugated,3.7,1.78,52.6,Medium
1132,14.5,29.5,17.0,food_grade_cardboard,3.4,0.53,31.6,High
1133,36.5,21.5,7.5,recycled_kraft,2.3,2.33,22.0,High
1134,41.5,25.5,25.0,double_wall_corrugated,5.1,3.41,78.9,Low
1135,20.5,12.5,37.5,lightweight_cardboard,2.4,0.75,15.0,High
1136,37.0,31.0,19.0,double_wall_corrugated,5.1,2.77,83.7,Low
1137,24.0,22.0,19.5,corrugated,4.3,0.54,48.6,High
1138,19.5,28.5,4.5,standard_corrugated,4.1,2.06,55.4,Medium
1139,56.0,26.0,6.5,recycled_kraft,2.2,2.29,23.2,High
1140,50.5,39.0,12.0,double_wall_corrugated,5.6,5.8,83.9,Low
1141,59.0,24.5,14.0,recycled_kraft,2.2,1.49,31.3,High
1142,42.0,15.0,28.0,corrugated,4.4,1.76,56.0,Medium
1143,30.5,51.0,19.5,double_wall_corrugated,5.9,3.65,81.5,Low
1144,55.0,27.0,19.5,standard_corrugated,4.4,2.9,57.8,Medium
1145,16.5,22.5,17.0,double_wall_corrugated,6.0,5.26,89.2,Low
1146,57.0,49.0,12.0,recycled_kraft,2.7,0.74,21.8,High
1147,25.5,40.0,8.5,double_wall_corrugated,5.4,4.85,87.8,Low
1148,34.5,32.0,27.5,lightweight_cardboard,1.9,0.26,15.0,High
1149,59.5,42.5,7.5,recycled_kraft,3.2,1.74,25.3,High
1150,51.5,43.5,30.0,standard_corrugated,4.2,2.95,48.1,High
1151,37.0,26.0,35.0,lightweight_cardboard,1.9,0.93,15.0,High
1152,34.0,23.5,9.0,standard_corrugated,4.0,1.15,56.1,Medium
1153,33.0,33.5,12.0,standard_corrugated,3.7,1.01,55.1,Medium
1154,29.5,32.5,24.0,heavy_duty_corrugated,7.5,4.52,100.0,Low
1155,29.0,29.5,16.0,double_wall_corrugated,6.3,2.32,91.7,Low
1156,23.5,30.5,36.5,standard_corrugated,3.4,0.6,45.1,High
1157,24.5,11.0,16.5,standard_corrugated,3.1,0.45,55.6,Medium
1158,28.5,12.0,10.0,standard_corrugated,4.3,1.04,61.4,Medium
1159,48.0,42.5,15.5,standard_corrugated,3.2,2.75,47.5,High
1160,15.5,15.5,22.0,corrugated,3.9,1.94,48.4,High
1161,9.0,24.5,22.5,standard_corrugated,3.9,2.32,47.3,High
1162,27.5,20.5,10.5,standard_corrugated,4.3,2.12,57.7,Medium
1163,37.0,53.5,11.5,recycled_kraft,2.9,1.4,30.3,High
1164,39.0,25.5,17.0,standard_corrugated,4.5,1.15,56.2,Medium
1165,17.0,36.5,10.5,standard_corrugated,3.8,3.92,56.2,Medium
1166,44.5,22.5,13.0,corrugated,3.7,0.2,47.1,High
1167,12.0,32.0,15.0,double_wall_corrugated,6.8,2.44,95.1,Low
1168,19.5,16.5,4.0,standard_corrugated,4.3,2.53,49.1,High
1169,54.0,49.5,13.0,heavy_duty_corrugated,6.4,4.03,93.9,Low
1170,18.5,16.0,7.0,corrugated,4.4,0.57,52.2,Medium
1171,69.0,52.0,8.5,recycled_kraft,3.0,3.08,28.5,High
1172,14.0,28.0,14.0,heavy_duty_corrugated,6.2,4.27,91.4,Low
1173,28.0,41.5,17.0,food_grade_cardboard,3.8,3.76,36.1,High
1174,25.0,26.0,23.5,food_grade_cardboard,3.6,3.15,39.3,High
1175,28.0,16.0,15.0,standard_corrugated,4.3,3.02,53.0,Medium
1176,12.5,30.5,20.5,heavy_duty_corrugated,5.7,5.35,83.6,Low
1177,14.0,18.0,21.0,standard_corrugated,3.3,3.0,56.5,Medium
1178,37.5,21.5,29.5,heavy_duty_corrugated,6.7,4.59,100.0,Low
1179,53.0,19.5,14.5,recycled_kraft,3.3,2.38,24.9,High
1180,17.5,28.0,21.0,double_wall_corrugated,5.5,4.49,87.5,Low
1181,15.5,22.0,10.0,lightweight_cardboard,1.6,0.82,15.0,High
1182,29.5,28.5,20.0,double_wall_corrugated,7.0,3.01,94.1,Low
1183,43.5,34.0,27.5,corrugated,3.9,1.72,47.8,High
1184,24.5,41.5,29.5,heavy_duty_corrugated,7.3,7.13,96.5,Low
1185,13.5,28.5,12.0,standard_corrugated,3.2,0.85,48.3,High
1186,44.0,30.5,29.5,corrugated,4.8,0.56,48.8,High
1187,38.0,15.5,11.5,double_wall_corrugated,6.3,3.07,86.2,Low
1188,33.0,26.5,4.5,standard_corrugated,4.0,1.96,51.5,Medium
1189,11.5,35.5,25.5,heavy_duty_corrugated,7.0,5.26,96.8,Low
1190,17.0,22.5,11.5,heavy_duty_corrugated,5.8,4.24,87.5,Low
1191,26.0,19.0,5.5,lightweight_cardboard,1.8,0.82,15.0,High
1192,32.5,25.0,26.0,lightweight_cardboard,1.7,0.76,15.0,High
1193,60.0,34.0,8.5,recycled_kraft,3.2,1.22,27.7,High
1194,49.0,35.5,9.5,recycled_kraft,2.3,2.03,26.2,High
1195,24.5,17.5,5.5,standard_corrugated,3.5,1.52,54.1,Medium
1196,41.5,12.0,9.0,standard_corrugated,4.1,2.55,56.2,Medium
1197,27.5,17.0,8.0,standard_corrugated,4.3,1.22,56.9,Medium
1198,27.5,19.5,29.5,food_grade_cardboard,2.5,1.11,34.5,High
1199,32.0,25.5,9.5,lightweight_cardboard,2.2,0.59,15.0,High
1200,19.5,23.5,20.5,corrugated,4.5,1.62,46.9,High
1201,11.0,35.5,30.5,double_wall_corrugated,6.5,3.59,94.1,Low
1202,27.5,53.0,10.5,recycled_kraft,2.9,2.54,31.7,High
1203,53.0,53.5,6.5,recycled_kraft,3.4,1.04,28.0,High
1204,40.5,42.5,16.0,recycled_kraft,2.1,3.32,23.1,High
1205,24.5,31.5,21.0,double_wall_corrugated,5.3,2.92,87.3,Low
1206,55.5,34.5,15.0,recycled_kraft,3.4,3.01,28.7,High
1207,37.0,27.0,31.0,heavy_duty_corrugated,6.0,5.94,95.6,Low
1208,31.5,34.5,23.0,double_wall_corrugated,5.5,4.14,94.1,Low
1209,56.5,40.5,11.0,recycled_kraft,2.4,1.79,22.0,High
1210,59.0,32.5,39.0,double_wall_corrugated,6.6,4.93,82.7,Low
1211,67.5,21.5,11.0,recycled_kraft,2.3,0.4,27.2,High
1212,38.5,48.0,12.5,recycled_kraft,3.5,2.51,33.4,High
1213,51.0,53.5,9.0,recycled_kraft,3.5,3.46,29.4,High
1214,37.0,37.0,11.5,standard_corrugated,3.6,2.6,57.3,Medium
1215,48.5,43.5,31.5,double_wall_corrugated,6.3,8.98,80.7,Low
1216,44.5,18.5,8.5,heavy_duty_corrugated,6.6,4.7,98.2,Low
1217,50.5,16.5,11.0,standard_corrugated,3.4,0.72,49.7,High
1218,19.0,27.5,35.5,corrugated,3.7,1.87,53.9,Medium
1219,23.5,22.5,9.5,food_grade_cardboard,3.9,1.63,47.1,High
1220,65.0,30.5,8.0,double_wall_corrugated,6.0,3.05,85.5,Low
1221,38.0,39.0,21.5,food_grade_cardboard,3.4,3.12,32.0,High
1222,18.0,21.0,19.5,corrugated,4.4,1.86,54.6,Medium
1223,21.0,38.0,7.5,lightweight_cardboard,2.1,0.82,15.0,High
1224,35.5,36.0,28.5,double_wall_corrugated,6.4,3.97,88.5,Low
1225,18.0,26.0,40.0,double_wall_corrugated,6.5,4.1,90.1,Low
1226,41.5,15.0,38.5,standard_corrugated,3.0,2.39,40.3,High
1227,14.0,28.0,8.5,corrugated,3.9,0.33,50.6,Medium
1228,17.0,8.5,31.5,standard_corrugated,3.2,3.1,46.3,High
1229,22.0,38.0,8.0,standard_corrugated,4.3,1.88,54.1,Medium
1230,59.5,56.0,17.0,recycled_kraft,3.1,2.53,32.6,High
1231,33.5,22.5,35.0,corrugated,4.6,1.57,46.0,High
1232,35.5,30.0,9.5,recycled_kraft,2.2,2.98,27.9,High
1233,26.0,25.5,8.5,standard_corrugated,4.0,2.5,52.8,Medium
1234,35.0,26.5,36.0,double_wall_corrugated,5.7,4.73,84.0,Low
1235,38.0,31.0,9.0,double_wall_corrugated,6.7,5.1,94.2,Low
1236,30.0,25.0,6.0,lightweight_cardboard,2.2,0.85,15.0,High
1237,56.5,42.5,12.0,recycled_kraft,3.2,3.65,30.7,High
1238,45.5,30.5,11.5,heavy_duty_corrugated,7.4,4.25,100.0,Low
1239,28.5,20.0,20.0,double_wall_corrugated,6.3,3.87,87.9,Low
1240,39.0,14.5,38.0,double_wall_corrugated,5.6,3.81,83.1,Low
1241,16.0,21.5,27.5,standard_corrugated,4.0,2.89,49.1,High
1242,29.5,19.0,20.5,heavy_duty_corrugated,6.6,5.16,91.6,Low
1243,54.0,49.0,17.5,recycled_kraft,2.6,1.93,36.7,High
1244,17.0,26.0,23.5,corrugated,4.1,1.21,55.0,Medium
1245,13.0,29.0,15.5,food_grade_cardboard,3.9,1.16,34.1,High
1246,48.0,30.0,26.5,heavy_duty_corrugated,6.3,6.47,87.1,Low
1247,24.0,26.5,7.5,lightweight_cardboard,1.9,0.64,15.0,High
1248,28.0,16.5,34.5,corrugated,5.0,1.92,55.9,Medium
1249,53.0,45.0,15.5,recycled_kraft,2.4,0.88,26.8,High
1250,73.5,60.5,19.0,double_wall_corrugated,6.8,2.69,88.4,Low
1251,38.0,22.0,16.5,double_wall_corrugated,6.9,2.36,92.6,Low
1252,9.5,36.5,10.0,double_wall_corrugated,5.7,2.46,88.4,Low
1253,33.0,39.5,17.5,standard_corrugated,4.3,2.79,54.7,Medium
1254,38.5,20.5,23.0,heavy_duty_corrugated,5.5,4.21,81.1,Low
1255,26.5,44.0,11.0,recycled_kraft,2.1,1.22,24.0,High
1256,16.0,20.5,37.0,double_wall_corrugated,6.8,2.62,89.1,Low
1257,56.5,22.0,13.0,recycled_kraft,3.4,2.77,31.1,High
1258,35.5,42.5,41.0,standard_corrugated,4.2,3.29,63.8,Medium
1259,27.5,26.0,8.5,standard_corrugated,4.3,1.56,57.7,Medium
1260,35.5,43.0,11.0,double_wall_corrugated,6.8,4.34,90.5,Low
1261,65.5,31.0,13.0,recycled_kraft,3.3,3.05,32.9,High
1262,12.0,37.5,8.0,food_grade_cardboard,3.1,2.81,35.7,High
1263,22.0,18.0,11.0,lightweight_cardboard,2.4,0.52,15.0,High
1264,37.0,37.0,9.0,food_grade_cardboard,3.2,3.56,36.8,High
1265,25.0,35.0,25.0,food_grade_cardboard,4.0,2.22,46.3,High
1266,18.0,45.0,18.5,double_wall_corrugated,5.7,3.31,82.1,Low
1267,21.0,27.5,23.5,corrugated,4.3,1.59,52.4,Medium
1268,24.0,23.5,34.5,standard_corrugated,3.4,1.6,46.8,High
1269,43.5,35.0,6.5,recycled_kraft,2.2,2.07,27.6,High
1270,27.5,29.5,7.5,food_grade_cardboard,3.3,1.54,32.7,High
1271,20.0,37.0,26.5,corrugated,4.3,1.59,48.4,High
1272,14.0,20.0,30.5,double_wall_corrugated,5.1,4.25,81.7,Low
1273,36.0,18.0,29.5,double_wall_corrugated,5.1,4.01,86.9,Low
1274,30.5,24.0,27.5,corrugated,4.7,0.75,56.0,Medium
1275,37.5,35.0,28.0,heavy_duty_corrugated,7.0,4.11,91.7,Low
1276,35.0,19.5,7.5,standard_corrugated,3.1,2.26,49.9,High
1277,32.5,43.5,12.5,double_wall_corrugated,6.2,4.34,85.8,Low
1278,26.5,30.0,23.0,corrugated,3.9,1.62,43.1,High
1279,20.5,20.0,8.0,standard_corrugated,4.0,0.45,55.2,Medium
1280,33.5,22.5,7.5,standard_corrugated,3.9,1.23,53.4,Medium
1281,30.5,22.0,28.0,food_grade_cardboard,3.4,3.15,44.6,High
1282,43.0,33.0,14.5,corrugated,4.6,1.93,53.1,Medium
1283,31.5,16.0,9.5,standard_corrugated,3.2,1.77,45.0,High
1284,29.0,14.0,24.5,lightweight_cardboard,1.9,0.47,15.0,High
1285,14.0,28.0,14.0,heavy_duty_corrugated,6.2,4.27,96.9,Low
1286,55.5,20.5,9.5,recycled_kraft,2.2,0.44,34.4,High
1287,16.5,21.0,15.5,heavy_duty_corrugated,5.6,4.59,82.9,Low
1288,21.5,23.0,5.5,lightweight_cardboard,1.6,0.72,15.0,High
1289,34.0,22.0,32.5,corrugated,3.6,1.05,53.9,Medium
1290,56.0,39.0,18.0,recycled_kraft,2.3,3.67,24.8,High
1291,13.5,15.0,21.0,food_grade_cardboard,3.0,2.22,30.2,High
1292,22.5,19.0,10.0,standard_corrugated,3.0,0.74,52.7,Medium
1293,16.5,27.5,14.5,food_grade_cardboard,3.9,3.36,26.9,High
1294,38.5,39.0,29.0,standard_corrugated,4.1,1.35,52.6,Medium
1295,34.0,18.5,10.5,standard_corrugated,3.2,1.56,52.0,Medium
1296,39.5,35.5,16.0,recycled_kraft,2.8,0.81,31.4,High
1297,44.5,36.5,34.0,double_wall_corrugated,5.0,3.47,77.0,Low
1298,24.0,23.5,34.5,standard_corrugated,3.4,1.6,50.9,Medium
1299,41.0,53.0,8.5,recycled_kraft,3.3,1.01,26.8,High
1300,36.5,29.5,9.0,standard_corrugated,3.7,2.48,53.5,Medium
1301,55.5,31.0,31.0,standard_corrugated,3.6,0.49,46.3,High
1302,16.0,28.5,17.5,double_wall_corrugated,5.1,2.39,82.7,Low
1303,18.5,16.5,34.0,corrugated,4.6,0.52,49.0,High
1304,29.5,21.5,15.5,recycled_kraft,2.6,1.8,29.8,High
1305,23.5,18.0,26.0,standard_corrugated,4.0,1.98,57.4,Medium
1306,45.5,21.0,28.0,heavy_duty_corrugated,5.8,5.48,89.7,Low
1307,30.5,24.5,6.5,standard_corrugated,4.2,2.34,55.3,Medium
1308,40.0,29.0,13.5,recycled_kraft,2.7,3.59,20.7,High
1309,39.5,16.0,27.0,standard_corrugated,3.6,3.71,49.6,High
1310,41.0,11.0,17.5,standard_corrugated,3.5,3.57,50.4,Medium
1311,30.5,26.5,7.0,standard_corrugated,3.5,1.05,63.3,Medium
1312,31.0,21.5,9.5,standard_corrugated,4.3,1.64,51.7,Medium
1313,18.5,17.0,5.5,lightweight_cardboard,1.5,0.87,15.0,High
1314,14.5,27.5,36.5,double_wall_corrugated,5.0,3.5,87.0,Low
1315,18.5,22.5,17.0,double_wall_corrugated,6.3,5.23,88.8,Low
1316,31.5,43.0,31.0,standard_corrugated,3.0,3.65,53.6,Medium
1317,11.5,18.5,26.0,corrugated,4.2,0.9,52.8,Medium
1318,31.0,41.0,20.0,standard_corrugated,4.3,2.61,55.8,Medium
1319,28.0,26.5,8.0,recycled_kraft,2.6,1.96,27.2,High
1320,30.5,32.5,17.5,recycled_kraft,3.1,2.31,33.8,High
1321,27.5,19.5,29.5,food_grade_cardboard,2.5,1.11,36.0,High
1322,28.0,21.0,11.0,recycled_kraft,3.2,0.44,29.1,High
1323,29.0,16.5,8.5,standard_corrugated,3.6,2.1,46.8,High
1324,40.5,39.5,23.5,food_grade_cardboard,2.7,1.99,29.9,High
1325,42.0,34.5,18.0,double_wall_corrugated,7.0,4.26,88.9,Low
1326,13.0,22.0,17.0,corrugated,3.5,1.59,46.8,High
1327,37.5,31.5,28.0,standard_corrugated,3.4,2.52,54.3,Medium
1328,21.5,27.5,5.5,double_wall_corrugated,6.8,4.59,88.5,Low
1329,22.5,34.0,32.0,heavy_duty_corrugated,7.0,4.29,96.9,Low
1330,23.5,26.0,36.5,standard_corrugated,3.4,3.2,49.9,High
1331,15.0,28.0,16.5,standard_corrugated,4.3,1.33,59.6,Medium
1332,28.5,37.5,15.0,corrugated,3.9,1.42,39.5,High
1333,29.5,22.0,8.0,standard_corrugated,3.5,2.18,49.3,High
1334,38.5,15.5,18.0,heavy_duty_corrugated,7.1,5.06,98.4,Low
1335,15.5,26.0,20.5,double_wall_corrugated,6.5,2.73,95.8,Low
1336,35.5,33.0,26.0,corrugated,4.6,1.72,48.8,High
1337,22.0,13.5,7.5,standard_corrugated,4.1,1.02,48.1,High
1338,19.5,14.0,21.0,food_grade_cardboard,3.4,0.28,40.3,High
1339,37.5,36.5,22.0,standard_corrugated,4.4,3.08,51.8,Medium
1340,24.0,31.5,18.5,double_wall_corrugated,5.1,5.04,77.8,Low
1341,40.5,36.5,35.0,heavy_duty_corrugated,7.3,5.04,94.8,Low
1342,48.0,34.0,26.0,heavy_duty_corrugated,6.9,8.36,94.1,Low
1343,36.0,27.5,21.5,double_wall_corrugated,6.8,4.19,88.9,Low
1344,15.5,19.5,38.5,lightweight_cardboard,1.9,0.51,15.0,High
1345,52.5,33.0,38.5,heavy_duty_corrugated,7.0,5.99,98.8,Low
1346,15.5,22.0,28.5,double_wall_corrugated,7.0,4.26,97.5,Low
1347,45.5,51.5,6.5,recycled_kraft,2.2,1.79,27.7,High
1348,55.5,46.0,17.5,recycled_kraft,2.2,0.99,18.6,High
1349,14.5,38.5,23.5,double_wall_corrugated,6.3,3.98,88.5,Low
1350,27.0,17.0,5.5,standard_corrugated,3.2,2.19,49.7,High
1351,25.5,27.0,4.5,lightweight_cardboard,2.4,0.9,15.1,High
1352,47.5,12.0,32.0,food_grade_cardboard,4.0,3.88,40.5,High
1353,62.5,41.5,5.5,recycled_kraft,2.5,2.3,23.7,High
1354,35.0,19.0,17.5,heavy_duty_corrugated,5.5,5.07,89.9,Low
1355,21.5,20.0,6.5,corrugated,4.5,0.59,55.2,Medium
1356,42.5,43.0,10.5,recycled_kraft,3.1,1.32,35.1,High
1357,25.0,16.0,29.5,double_wall_corrugated,6.6,3.92,93.5,Low
1358,29.0,15.0,7.0,double_wall_corrugated,5.9,3.16,90.1,Low
1359,35.5,20.0,7.5,standard_corrugated,4.5,1.49,57.7,Medium
1360,22.5,14.0,17.0,double_wall_corrugated,6.4,3.0,95.6,Low
1361,49.0,51.5,10.0,recycled_kraft,3.0,2.31,29.7,High
1362,35.0,43.5,41.0,standard_corrugated,4.2,2.14,48.7,High
1363,30.5,26.5,28.5,heavy_duty_corrugated,7.0,4.71,100.0,Low
1364,20.5,20.5,7.5,heavy_duty_corrugated,6.4,5.11,94.4,Low
1365,33.0,21.5,9.5,lightweight_cardboard,2.5,0.66,15.0,High
1366,12.0,40.5,12.5,heavy_duty_corrugated,6.6,4.78,93.0,Low
1367,28.0,43.0,16.5,double_wall_corrugated,5.2,5.7,84.0,Low
1368,24.0,41.0,37.0,standard_corrugated,3.6,2.39,52.0,Medium
1369,31.0,29.5,26.5,corrugated,4.1,0.84,49.8,High
1370,42.5,40.0,7.5,lightweight_cardboard,2.4,0.44,15.0,High
1371,14.5,14.0,10.5,standard_corrugated,4.1,3.93,56.4,Medium
1372,46.5,48.5,7.0,recycled_kraft,3.4,1.62,35.4,High
1373,33.5,13.5,39.0,standard_corrugated,4.1,1.84,54.9,Medium
1374,44.0,38.5,21.5,corrugated,4.9,0.66,56.0,Medium
1375,36.5,37.0,15.5,heavy_duty_corrugated,5.9,5.88,87.1,Low
1376,43.0,43.0,31.0,corrugated,3.8,0.78,47.2,High
1377,41.5,26.5,8.5,standard_corrugated,4.0,1.77,61.7,Medium
1378,32.5,24.0,8.5,double_wall_corrugated,5.7,2.3,86.8,Low
1379,42.0,59.0,17.5,recycled_kraft,2.9,2.57,23.0,High
1380,42.5,36.5,15.5,food_grade_cardboard,3.1,0.33,31.6,High
1381,23.0,15.5,29.5,corrugated,4.5,1.32,47.6,High
1382,58.0,48.0,18.5,standard_corrugated,3.0,1.73,43.5,High
1383,36.5,34.5,30.0,double_wall_corrugated,6.5,3.62,87.8,Low
1384,28.0,30.0,11.5,standard_corrugated,4.2,2.48,49.2,High
1385,18.0,32.0,19.5,heavy_duty_corrugated,6.7,4.54,95.9,Low
1386,65.0,24.5,11.0,recycled_kraft,2.3,0.6,29.3,High
1387,20.5,25.0,16.5,food_grade_cardboard,3.6,0.28,34.8,High
1388,31.0,29.5,7.0,standard_corrugated,3.6,1.32,59.1,Medium
1389,33.5,23.5,17.5,standard_corrugated,3.8,0.22,55.8,Medium
1390,34.5,45.5,8.5,recycled_kraft,2.4,3.22,29.6,High
1391,17.0,15.0,38.5,double_wall_corrugated,5.3,3.35,82.1,Low
1392,69.0,27.0,6.5,recycled_kraft,2.8,3.06,31.3,High
1393,17.5,33.0,23.5,corrugated,4.8,0.52,49.3,High
1394,20.0,27.0,15.0,food_grade_cardboard,3.4,1.05,40.4,High
1395,30.0,23.5,28.0,corrugated,4.4,0.91,51.5,Medium
1396,33.5,23.5,17.5,standard_corrugated,3.8,0.22,56.0,Medium
1397,29.5,29.0,11.0,standard_corrugated,4.3,1.76,51.1,Medium
1398,30.0,27.0,11.0,lightweight_cardboard,1.5,0.37,15.0,High
1399,20.0,13.5,23.0,standard_corrugated,4.3,0.5,59.5,Medium
1400,31.5,39.0,29.5,double_wall_corrugated,6.9,6.77,86.6,Low
1401,60.5,47.0,15.5,recycled_kraft,2.2,3.39,24.5,High
1402,45.5,34.0,24.0,food_grade_cardboard,2.9,0.69,26.7,High
1403,31.0,16.0,24.5,standard_corrugated,3.6,1.05,55.9,Medium
1404,12.0,20.0,25.0,standard_corrugated,4.5,3.33,50.5,Medium
1405,19.0,13.5,22.0,standard_corrugated,3.4,1.91,53.4,Medium
1406,31.5,56.0,16.5,recycled_kraft,3.3,3.12,31.4,High
1407,26.5,17.0,8.0,standard_corrugated,3.9,2.49,50.2,Medium
1408,51.5,26.5,32.0,standard_corrugated,4.0,2.78,54.1,Medium
1409,14.5,20.5,29.5,lightweight_cardboard,1.9,0.35,15.0,High
1410,21.0,24.0,9.5,lightweight_cardboard,2.4,0.46,15.0,High
1411,45.0,37.0,25.5,heavy_duty_corrugated,6.8,4.36,91.3,Low
1412,20.5,26.5,17.5,lightweight_cardboard,1.8,0.66,15.0,High
1413,30.5,55.5,8.0,recycled_kraft,2.5,1.7,28.1,High
1414,36.5,25.0,25.5,double_wall_corrugated,6.2,3.49,82.2,Low
1415,30.0,43.0,16.0,standard_corrugated,4.4,2.77,55.4,Medium
1416,20.0,28.5,6.5,standard_corrugated,4.3,2.26,54.4,Medium
1417,21.5,16.0,38.0,double_wall_corrugated,5.1,2.15,87.0,Low
1418,47.5,21.0,34.0,heavy_duty_corrugated,6.0,4.05,90.6,Low
1419,35.0,16.5,17.5,double_wall_corrugated,5.5,2.44,84.9,Low
1420,30.0,12.0,21.5,food_grade_cardboard,3.8,1.54,41.5,High
1421,20.0,15.0,39.5,standard_corrugated,3.6,1.5,53.6,Medium
1422,22.0,17.0,8.0,lightweight_cardboard,2.3,0.49,15.0,High
1423,38.5,12.0,34.0,standard_corrugated,3.9,2.2,55.0,Medium
1424,36.5,13.0,38.5,standard_corrugated,3.3,3.79,43.1,High
1425,45.5,21.5,27.0,standard_corrugated,4.1,2.68,56.2,Medium
1426,18.5,30.0,16.5,double_wall_corrugated,5.7,4.37,88.3,Low
1427,27.0,20.5,8.0,standard_corrugated,4.0,2.28,49.9,High
1428,15.5,30.5,31.5,standard_corrugated,3.6,1.33,51.1,Medium
1429,55.5,27.5,41.5,double_wall_corrugated,5.4,4.74,82.4,Low
1430,38.0,23.5,35.0,standard_corrugated,3.1,1.99,47.6,High
1431,44.0,16.0,25.5,heavy_duty_corrugated,5.7,4.39,92.3,Low
1432,19.0,25.0,17.0,heavy_duty_corrugated,6.4,4.38,99.9,Low
1433,12.5,30.5,20.5,heavy_duty_corrugated,5.7,5.35,94.4,Low
1434,44.5,27.5,16.0,double_wall_corrugated,6.0,3.48,82.5,Low
1435,32.5,26.5,8.5,standard_corrugated,4.1,1.01,58.1,Medium
1436,30.5,55.5,8.0,recycled_kraft,2.5,1.7,32.0,High
1437,23.0,29.5,17.5,double_wall_corrugated,6.7,2.99,93.3,Low
1438,17.5,47.0,28.0,standard_corrugated,3.9,3.56,56.4,Medium
1439,33.0,55.5,8.5,recycled_kraft,3.4,2.34,38.8,High
1440,63.0,23.5,8.0,recycled_kraft,2.2,3.07,28.8,High
1441,17.5,28.5,25.5,food_grade_cardboard,3.5,1.9,37.4,High
1442,33.5,28.5,14.5,corrugated,4.1,0.89,54.1,Medium
1443,34.5,54.0,12.0,recycled_kraft,3.4,0.33,31.4,High
1444,44.5,36.5,22.5,double_wall_corrugated,6.8,5.68,90.3,Low
1445,15.5,24.5,39.0,standard_corrugated,3.6,2.1,50.3,Medium
1446,31.5,24.5,25.0,double_wall_corrugated,6.3,2.86,95.7,Low
1447,30.5,29.5,10.0,standard_corrugated,3.6,1.12,49.6,High
1448,19.5,43.0,17.0,double_wall_corrugated,6.9,3.21,98.8,Low
1449,31.0,22.0,4.5,standard_corrugated,4.4,1.29,59.3,Medium
1450,43.5,18.5,10.5,food_grade_cardboard,4.0,0.35,34.8,High
1451,28.5,17.5,31.0,food_grade_cardboard,2.7,0.8,34.3,High
1452,57.0,50.5,40.5,double_wall_corrugated,5.9,3.34,75.5,Low
1453,26.5,27.5,6.5,standard_corrugated,3.3,2.08,53.4,Medium
1454,34.0,23.5,9.0,standard_corrugated,4.0,1.15,58.5,Medium
1455,20.0,27.5,15.0,heavy_duty_corrugated,7.1,4.99,94.9,Low
1456,20.5,33.5,32.0,corrugated,3.8,0.69,48.2,High
1457,19.0,18.5,14.0,corrugated,3.9,1.59,56.8,Medium
1458,56.0,46.5,12.5,recycled_kraft,2.6,2.72,23.4,High
1459,24.5,39.0,14.5,food_grade_cardboard,3.0,3.96,28.5,High
1460,37.0,15.5,34.0,standard_corrugated,4.4,1.57,61.5,Medium
1461,44.5,36.5,17.0,standard_corrugated,4.5,2.85,62.9,Medium
1462,33.0,26.0,21.5,food_grade_cardboard,3.0,1.43,33.7,High
1463,45.5,42.5,26.5,standard_corrugated,3.1,1.47,51.3,Medium
1464,62.0,24.5,16.5,recycled_kraft,2.3,2.42,29.8,High
1465,31.5,23.0,23.5,double_wall_corrugated,6.7,3.31,88.4,Low
1466,23.0,23.0,8.5,double_wall_corrugated,6.6,3.95,88.2,Low
1467,15.5,32.5,35.5,double_wall_corrugated,5.5,4.14,90.0,Low
1468,18.5,27.5,5.0,standard_corrugated,4.0,2.09,60.7,Medium
1469,49.5,18.5,28.0,standard_corrugated,3.6,3.39,52.7,Medium
