sustainability_id,material_type,thickness_mm,area_used_sqcm,box_volume_cm3,manufacturing_energy_kwh,transport_energy_kwh,carbon_emission_kg,sustainability_score
1076,standard_corrugated,4.2,3232.0,9576.0,0.001,0.096,0.05,91
1077,double_wall_corrugated,7.0,3440.0,12654.0,0.002,0.118,0.06,75
1078,standard_corrugated,3.6,7080.0,38250.0,0.001,0.142,0.07,68
1079,food_grade_cardboard,3.3,1135.5,2561.62,0.0,0.1,0.05,82
1080,standard_corrugated,4.0,2667.0,7938.0,0.001,0.105,0.056,85
1081,standard_corrugated,4.5,6002.5,27612.25,0.001,0.139,0.075,68
1082,standard_corrugated,3.1,1952.0,3024.0,0.0,0.094,0.047,91
1083,double_wall_corrugated,5.8,3431.5,13515.0,0.002,0.124,0.065,71
1084,standard_corrugated,4.3,8402.0,42892.5,0.002,0.149,0.081,62
1085,standard_corrugated,3.5,2915.5,10540.38,0.001,0.108,0.051,88
1086,recycled_kraft,2.1,3509.5,9966.25,0.0,0.109,0.052,87
1087,double_wall_corrugated,5.0,6228.0,33048.0,0.003,0.123,0.066,72
1088,lightweight_cardboard,2.0,5369.0,24843.0,0.0,0.134,0.071,71
1089,standard_corrugated,3.4,5440.0,26400.0,0.001,0.127,0.068,76
1090,standard_corrugated,4.2,8882.0,53212.5,0.002,0.145,0.073,67
1091,food_grade_cardboard,3.2,5393.5,26372.88,0.001,0.13,0.061,71
1092,standard_corrugated,3.5,8594.0,46740.0,0.002,0.169,0.085,57
1093,corrugated,4.7,1441.0,2541.0,0.0,0.101,0.048,92
1094,double_wall_corrugated,6.2,3539.5,12956.0,0.002,0.127,0.063,73
1095,corrugated,4.6,983.0,2079.0,0.0,0.097,0.051,88
1096,double_wall_corrugated,5.6,2933.5,9329.38,0.002,0.095,0.045,90
1097,lightweight_cardboard,2.2,2468.5,5551.0,0.0,0.096,0.051,87
1098,standard_corrugated,3.8,1081.5,2150.0,0.0,0.1,0.049,89
1099,lightweight_cardboard,1.5,3585.5,12811.5,0.0,0.103,0.053,88
1100,corrugated,4.5,3735.5,12114.38,0.001,0.095,0.045,92
1101,food_grade_cardboard,3.1,4033.0,16008.0,0.001,0.13,0.064,69
1102,standard_corrugated,3.9,1564.0,3770.0,0.0,0.114,0.054,83
1103,double_wall_corrugated,6.0,3323.5,12543.12,0.002,0.121,0.066,73
1104,lightweight_cardboard,1.9,2516.5,7755.0,0.0,0.097,0.051,87
1105,heavy_duty_corrugated,7.1,3263.5,11597.88,0.003,0.099,0.051,80
1106,lightweight_cardboard,1.7,2267.5,5192.25,0.0,0.092,0.044,94
1107,food_grade_cardboard,3.6,3798.5,14866.5,0.001,0.123,0.066,69
1108,double_wall_corrugated,5.6,3461.5,13636.38,0.002,0.128,0.064,73
1109,recycled_kraft,2.2,3978.0,9464.0,0.0,0.107,0.051,88
1110,heavy_duty_corrugated,5.7,5875.5,24664.5,0.004,0.11,0.059,76
1111,double_wall_corrugated,6.8,1843.5,4725.0,0.001,0.105,0.057,81
1112,corrugated,4.2,1644.5,3975.75,0.0,0.099,0.046,89
1113,standard_corrugated,4.1,3150.0,9702.0,0.001,0.106,0.051,84
1114,standard_corrugated,3.6,2676.0,6401.5,0.0,0.11,0.059,83
1115,standard_corrugated,3.0,4718.5,21371.0,0.001,0.129,0.062,77
1116,double_wall_corrugated,5.0,3076.5,11576.25,0.001,0.099,0.047,87
1117,standard_corrugated,3.2,1023.5,1533.38,0.0,0.087,0.044,94
1118,recycled_kraft,2.4,7774.0,37999.5,0.0,0.158,0.084,61
1119,heavy_duty_corrugated,5.5,7749.5,44840.25,0.005,0.133,0.07,63
1120,double_wall_corrugated,6.7,3209.5,8944.12,0.002,0.094,0.053,85
1121,corrugated,4.9,2398.0,7378.0,0.001,0.097,0.051,87
1122,food_grade_cardboard,3.9,5619.5,25951.5,0.001,0.109,0.051,77
1123,double_wall_corrugated,5.7,2316.0,6480.0,0.001,0.103,0.057,81
1124,double_wall_corrugated,5.3,7928.5,46842.25,0.004,0.16,0.082,53
1125,standard_corrugated,4.1,1004.5,2131.5,0.0,0.097,0.047,92
1126,standard_corrugated,3.7,4941.0,23265.0,0.001,0.121,0.062,76
1127,standard_corrugated,3.7,1438.0,3312.0,0.0,0.109,0.053,85
1128,standard_corrugated,3.5,908.5,1485.0,0.0,0.102,0.048,88
1129,standard_corrugated,3.8,2015.5,5181.75,0.0,0.117,0.054,86
1130,recycled_kraft,3.3,5944.0,18470.5,0.0,0.131,0.066,78
1131,standard_corrugated,3.7,2593.0,7304.0,0.001,0.092,0.049,89
1132,food_grade_cardboard,3.4,2351.5,7271.75,0.0,0.116,0.059,75
1133,recycled_kraft,2.3,2439.5,5885.62,0.0,0.105,0.057,85
1134,double_wall_corrugated,5.1,5466.5,26456.25,0.002,0.145,0.072,64
1135,lightweight_cardboard,2.4,2987.5,9609.38,0.0,0.109,0.053,82
1136,double_wall_corrugated,5.1,4878.0,21793.0,0.002,0.14,0.068,69
1137,corrugated,4.3,2850.0,10296.0,0.001,0.119,0.057,81
1138,standard_corrugated,4.1,1543.5,2500.88,0.0,0.095,0.046,94
1139,recycled_kraft,2.2,3978.0,9464.0,0.0,0.111,0.058,83
1140,double_wall_corrugated,5.6,6087.0,23634.0,0.003,0.142,0.078,62
1141,recycled_kraft,2.2,5229.0,20237.0,0.0,0.133,0.072,75
1142,corrugated,4.4,4452.0,17640.0,0.001,0.103,0.05,84
1143,double_wall_corrugated,5.9,6289.5,30332.25,0.003,0.138,0.076,62
1144,standard_corrugated,4.4,6168.0,28957.5,0.002,0.123,0.061,75
1145,double_wall_corrugated,6.0,2068.5,6311.25,0.001,0.091,0.043,90
1146,recycled_kraft,2.7,8130.0,33516.0,0.001,0.13,0.069,74
1147,double_wall_corrugated,5.4,3153.5,8670.0,0.002,0.1,0.052,85
1148,lightweight_cardboard,1.9,5865.5,30360.0,0.0,0.143,0.068,70
1149,recycled_kraft,3.2,6587.5,18965.62,0.001,0.113,0.056,86
1150,standard_corrugated,4.2,10180.5,67207.5,0.002,0.184,0.091,48
1151,lightweight_cardboard,1.9,6334.0,33670.0,0.0,0.114,0.059,83
1152,standard_corrugated,4.0,2633.0,7191.0,0.001,0.101,0.051,87
1153,standard_corrugated,3.7,3807.0,13266.0,0.001,0.104,0.057,85
1154,heavy_duty_corrugated,7.5,4893.5,23010.0,0.004,0.113,0.055,74
1155,double_wall_corrugated,6.3,3583.0,13688.0,0.002,0.099,0.05,83
1156,standard_corrugated,3.4,5375.5,26161.38,0.001,0.114,0.058,83
1157,standard_corrugated,3.1,1710.5,4446.75,0.0,0.106,0.053,85
1158,standard_corrugated,4.3,1494.0,3420.0,0.0,0.097,0.047,92
1159,standard_corrugated,3.2,6885.5,31620.0,0.001,0.128,0.068,73
1160,corrugated,3.9,1844.5,5285.5,0.0,0.101,0.054,87
1161,standard_corrugated,3.9,1948.5,4961.25,0.0,0.117,0.063,80
1162,standard_corrugated,4.3,2135.5,5919.38,0.0,0.119,0.063,80
1163,recycled_kraft,2.9,6040.5,22764.25,0.0,0.123,0.065,76
1164,standard_corrugated,4.5,4182.0,16906.5,0.001,0.111,0.057,83
1165,standard_corrugated,3.8,2364.5,6515.25,0.001,0.094,0.05,92
1166,corrugated,3.7,3744.5,13016.25,0.001,0.128,0.063,74
1167,double_wall_corrugated,6.8,2088.0,5760.0,0.001,0.092,0.046,87
1168,standard_corrugated,4.3,931.5,1287.0,0.0,0.095,0.046,93
1169,heavy_duty_corrugated,6.4,8037.0,34749.0,0.005,0.127,0.067,63
1170,corrugated,4.4,1075.0,2072.0,0.0,0.097,0.047,91
1171,recycled_kraft,3.0,9233.0,30498.0,0.001,0.117,0.063,78
1172,heavy_duty_corrugated,6.2,1960.0,5488.0,0.001,0.114,0.056,78
1173,food_grade_cardboard,3.8,4687.0,19754.0,0.001,0.106,0.05,79
1174,food_grade_cardboard,3.6,3697.0,15275.0,0.001,0.12,0.061,73
1175,standard_corrugated,4.3,2216.0,6720.0,0.001,0.095,0.044,94
1176,heavy_duty_corrugated,5.7,2525.5,7815.62,0.002,0.094,0.045,86
1177,standard_corrugated,3.3,1848.0,5292.0,0.0,0.118,0.057,82
1178,heavy_duty_corrugated,6.7,5093.5,23784.38,0.004,0.112,0.059,76
1179,recycled_kraft,3.3,4169.5,14985.75,0.0,0.126,0.063,80
1180,double_wall_corrugated,5.5,2891.0,10290.0,0.002,0.112,0.06,80
1181,lightweight_cardboard,1.6,1432.0,3410.0,0.0,0.09,0.047,91
1182,double_wall_corrugated,7.0,4001.5,16815.0,0.002,0.133,0.068,70
1183,corrugated,3.9,7220.5,40672.5,0.002,0.13,0.065,71
1184,heavy_duty_corrugated,7.3,5927.5,29994.12,0.005,0.144,0.073,57
1185,standard_corrugated,3.2,1777.5,4617.0,0.0,0.094,0.049,89
1186,corrugated,4.8,7079.5,39589.0,0.002,0.154,0.073,63
1187,double_wall_corrugated,6.3,2408.5,6773.5,0.001,0.091,0.043,92
1188,standard_corrugated,4.0,2284.5,3935.25,0.0,0.104,0.055,85
1189,heavy_duty_corrugated,7.0,3213.5,10410.38,0.002,0.119,0.061,74
1190,heavy_duty_corrugated,5.8,1673.5,4398.75,0.001,0.118,0.056,79
1191,lightweight_cardboard,1.8,1483.0,2717.0,0.0,0.115,0.055,83
1192,lightweight_cardboard,1.7,4615.0,21125.0,0.0,0.133,0.071,71
1193,recycled_kraft,3.2,5678.0,17340.0,0.0,0.131,0.07,75
1194,recycled_kraft,2.3,5084.5,16525.25,0.0,0.106,0.055,86
1195,standard_corrugated,3.5,1319.5,2358.12,0.0,0.096,0.048,89
1196,standard_corrugated,4.1,1959.0,4482.0,0.0,0.098,0.049,92
1197,standard_corrugated,4.3,1647.0,3740.0,0.0,0.1,0.054,85
1198,food_grade_cardboard,2.5,3845.5,15819.38,0.0,0.112,0.061,73
1199,lightweight_cardboard,2.2,2724.5,7752.0,0.0,0.109,0.052,87
1200,corrugated,4.5,2679.5,9394.12,0.001,0.098,0.052,87
1201,double_wall_corrugated,6.5,3617.5,11910.25,0.002,0.118,0.058,78
1202,recycled_kraft,2.9,4605.5,15303.75,0.0,0.104,0.05,89
1203,recycled_kraft,3.4,7055.5,18430.75,0.001,0.112,0.058,83
1204,recycled_kraft,2.1,6098.5,27540.0,0.0,0.128,0.063,77
1205,double_wall_corrugated,5.3,3895.5,16206.75,0.002,0.127,0.069,70
1206,recycled_kraft,3.4,6529.5,28721.25,0.001,0.138,0.065,74
1207,heavy_duty_corrugated,6.0,5966.0,30969.0,0.004,0.137,0.071,63
1208,double_wall_corrugated,5.5,5209.5,24995.25,0.002,0.112,0.062,75
1209,recycled_kraft,2.4,6710.5,25170.75,0.0,0.127,0.068,78
1210,double_wall_corrugated,6.6,10972.0,74782.5,0.007,0.153,0.077,51
1211,recycled_kraft,2.3,4860.5,15963.75,0.0,0.112,0.055,86
1212,recycled_kraft,3.5,5858.5,23100.0,0.0,0.12,0.061,81
1213,recycled_kraft,3.5,7338.0,24556.5,0.001,0.107,0.051,89
1214,standard_corrugated,3.6,4440.0,15743.5,0.001,0.108,0.059,80
1215,double_wall_corrugated,6.3,10015.5,66457.12,0.005,0.189,0.106,34
1216,heavy_duty_corrugated,6.6,2717.5,6997.62,0.002,0.122,0.059,76
1217,standard_corrugated,3.4,3140.5,9165.75,0.001,0.104,0.049,86
1218,corrugated,3.7,4346.5,18548.75,0.001,0.102,0.048,90
1219,food_grade_cardboard,3.9,1931.5,5023.12,0.0,0.095,0.051,81
1220,double_wall_corrugated,6.0,5493.0,15860.0,0.003,0.112,0.055,79
1221,food_grade_cardboard,3.4,6275.0,31863.0,0.001,0.15,0.075,62
1222,corrugated,4.4,2277.0,7371.0,0.001,0.096,0.048,91
1223,lightweight_cardboard,2.1,2481.0,5985.0,0.0,0.114,0.058,81
1224,double_wall_corrugated,6.4,6631.5,36423.0,0.004,0.12,0.059,71
1225,double_wall_corrugated,6.5,4456.0,18720.0,0.003,0.136,0.067,70
1226,standard_corrugated,3.0,5595.5,23966.25,0.001,0.12,0.065,77
1227,corrugated,3.9,1498.0,3332.0,0.0,0.112,0.06,80
1228,standard_corrugated,3.2,1895.5,4551.75,0.0,0.1,0.052,89
1229,standard_corrugated,4.3,2632.0,6688.0,0.001,0.111,0.052,85
1230,recycled_kraft,3.1,10591.0,56644.0,0.001,0.142,0.07,69
1231,corrugated,4.6,5427.5,26381.25,0.001,0.113,0.059,79
1232,recycled_kraft,2.2,3374.5,10117.5,0.0,0.125,0.06,79
1233,standard_corrugated,4.0,2201.5,5635.5,0.0,0.119,0.064,79
1234,double_wall_corrugated,5.7,6283.0,33390.0,0.003,0.149,0.079,60
1235,double_wall_corrugated,6.7,3598.0,10602.0,0.002,0.115,0.055,79
1236,lightweight_cardboard,2.2,2160.0,4500.0,0.0,0.114,0.061,82
1237,recycled_kraft,3.2,7178.5,28815.0,0.001,0.112,0.061,84
1238,heavy_duty_corrugated,7.4,4523.5,15959.12,0.004,0.11,0.054,77
1239,double_wall_corrugated,6.3,3080.0,11400.0,0.002,0.105,0.054,80
1240,double_wall_corrugated,5.6,5197.0,21489.0,0.003,0.126,0.063,73
1241,standard_corrugated,4.0,2750.5,9460.0,0.001,0.105,0.052,86
1242,heavy_duty_corrugated,6.6,3109.5,11490.25,0.002,0.1,0.049,84
1243,recycled_kraft,2.6,8897.0,46305.0,0.001,0.151,0.077,68
1244,corrugated,4.1,2905.0,10387.0,0.001,0.121,0.065,76
1245,food_grade_cardboard,3.9,2056.0,5843.5,0.0,0.102,0.051,84
1246,heavy_duty_corrugated,6.3,7014.0,38160.0,0.005,0.123,0.061,67
1247,lightweight_cardboard,1.9,2029.5,4770.0,0.0,0.095,0.049,91
1248,corrugated,5.0,3994.5,15939.0,0.001,0.107,0.053,82
1249,recycled_kraft,2.4,7808.0,36967.5,0.0,0.129,0.068,77
1250,double_wall_corrugated,6.8,13985.5,84488.25,0.008,0.193,0.102,29
1251,double_wall_corrugated,6.9,3652.0,13794.0,0.002,0.117,0.057,75
1252,double_wall_corrugated,5.7,1613.5,3467.5,0.001,0.11,0.053,83
1253,standard_corrugated,4.3,5144.5,22811.25,0.001,0.118,0.062,77
1254,heavy_duty_corrugated,5.5,4292.5,18152.75,0.002,0.13,0.064,68
1255,recycled_kraft,2.1,3883.0,12826.0,0.0,0.103,0.054,89
1256,double_wall_corrugated,6.8,3357.0,12136.0,0.002,0.111,0.054,80
1257,recycled_kraft,3.4,4527.0,16159.0,0.0,0.127,0.062,77
1258,standard_corrugated,4.2,9413.5,61858.75,0.002,0.146,0.075,63
1259,standard_corrugated,4.3,2339.5,6077.5,0.0,0.094,0.051,91
1260,double_wall_corrugated,6.8,4780.0,16791.5,0.003,0.13,0.072,67
1261,recycled_kraft,3.3,6570.0,26396.5,0.001,0.12,0.058,83
1262,food_grade_cardboard,3.1,1692.0,3600.0,0.0,0.109,0.054,81
1263,lightweight_cardboard,2.4,1672.0,4356.0,0.0,0.089,0.042,93
1264,food_grade_cardboard,3.2,4070.0,12321.0,0.001,0.119,0.06,72
1265,food_grade_cardboard,4.0,4750.0,21875.0,0.001,0.115,0.058,74
1266,double_wall_corrugated,5.7,3951.0,14985.0,0.002,0.1,0.055,84
1267,corrugated,4.3,3434.5,13571.25,0.001,0.117,0.063,81
1268,standard_corrugated,3.4,4405.5,19458.0,0.001,0.11,0.055,84
1269,recycled_kraft,2.2,4065.5,9896.25,0.0,0.106,0.053,85
1270,food_grade_cardboard,3.3,2477.5,6084.38,0.0,0.093,0.05,83
1271,corrugated,4.3,4501.0,19610.0,0.001,0.107,0.057,82
1272,double_wall_corrugated,5.1,2634.0,8540.0,0.001,0.102,0.048,87
1273,double_wall_corrugated,5.1,4482.0,19116.0,0.002,0.104,0.052,80
1274,corrugated,4.7,4461.5,20130.0,0.001,0.135,0.068,74
1275,heavy_duty_corrugated,7.0,6685.0,36750.0,0.005,0.117,0.059,69
1276,standard_corrugated,3.1,2182.5,5118.75,0.0,0.105,0.05,90
1277,double_wall_corrugated,6.2,4727.5,17671.88,0.002,0.104,0.05,84
1278,corrugated,3.9,4189.0,18285.0,0.001,0.111,0.058,83
1279,standard_corrugated,4.0,1468.0,3280.0,0.0,0.116,0.056,83
1280,standard_corrugated,3.9,2347.5,5653.12,0.0,0.095,0.044,93
1281,food_grade_cardboard,3.4,4282.0,18788.0,0.001,0.135,0.065,69
1282,corrugated,4.6,5042.0,20575.5,0.001,0.11,0.059,81
1283,standard_corrugated,3.2,1910.5,4788.0,0.0,0.112,0.06,82
1284,lightweight_cardboard,1.9,2919.0,9947.0,0.0,0.111,0.056,85
1285,heavy_duty_corrugated,6.2,1960.0,5488.0,0.001,0.118,0.059,78
1286,recycled_kraft,2.2,3719.5,10808.62,0.0,0.113,0.061,85
1287,heavy_duty_corrugated,5.6,1855.5,5370.75,0.001,0.106,0.051,85
1288,lightweight_cardboard,1.6,1478.5,2719.75,0.0,0.093,0.045,90
1289,corrugated,3.6,5136.0,24310.0,0.001,0.112,0.055,81
1290,recycled_kraft,2.3,7788.0,39312.0,0.0,0.157,0.075,67
1291,food_grade_cardboard,3.0,1602.0,4252.5,0.0,0.099,0.049,84
1292,standard_corrugated,3.0,1685.0,4275.0,0.0,0.1,0.054,89
1293,food_grade_cardboard,3.9,2183.5,6579.38,0.0,0.115,0.059,76
1294,standard_corrugated,4.1,7498.0,43543.5,0.002,0.137,0.069,70
1295,standard_corrugated,3.2,2360.5,6604.5,0.0,0.121,0.065,78
1296,recycled_kraft,2.8,5204.5,22436.0,0.0,0.131,0.061,76
1297,double_wall_corrugated,5.0,8756.5,55224.5,0.004,0.16,0.079,55
1298,standard_corrugated,3.4,4405.5,19458.0,0.001,0.133,0.068,74
1299,recycled_kraft,3.3,5944.0,18470.5,0.0,0.102,0.053,86
1300,standard_corrugated,3.7,3341.5,9690.75,0.001,0.102,0.048,89
1301,standard_corrugated,3.6,8804.0,53335.5,0.002,0.152,0.076,64
1302,double_wall_corrugated,5.1,2469.5,7980.0,0.001,0.099,0.052,84
1303,corrugated,4.6,2990.5,10378.5,0.001,0.118,0.062,77
1304,recycled_kraft,2.6,2849.5,9830.88,0.0,0.124,0.063,82
1305,standard_corrugated,4.0,3004.0,10998.0,0.001,0.108,0.053,84
1306,heavy_duty_corrugated,5.8,5635.0,26754.0,0.004,0.121,0.059,71
1307,standard_corrugated,4.2,2209.5,4857.12,0.0,0.119,0.059,79
1308,recycled_kraft,2.7,4183.0,15660.0,0.0,0.114,0.054,87
1309,standard_corrugated,3.6,4261.0,17064.0,0.001,0.117,0.063,79
1310,standard_corrugated,3.5,2722.0,7892.5,0.0,0.103,0.052,88
1311,standard_corrugated,3.5,2414.5,5657.75,0.0,0.119,0.058,79
1312,standard_corrugated,4.3,2330.5,6331.75,0.001,0.109,0.057,86
1313,lightweight_cardboard,1.5,1019.5,1729.75,0.0,0.11,0.055,83
1314,double_wall_corrugated,5.0,3863.5,14554.38,0.002,0.125,0.062,73
1315,double_wall_corrugated,6.3,2226.5,7076.25,0.001,0.102,0.055,83
1316,standard_corrugated,3.0,7328.0,41989.5,0.001,0.139,0.075,67
1317,corrugated,4.2,1985.5,5531.5,0.0,0.117,0.06,82
1318,standard_corrugated,4.3,5422.0,25420.0,0.001,0.12,0.057,82
1319,recycled_kraft,2.6,2356.0,5936.0,0.0,0.115,0.058,83
1320,recycled_kraft,3.1,4187.5,17346.88,0.0,0.133,0.069,76
1321,food_grade_cardboard,2.5,3845.5,15819.38,0.0,0.12,0.057,77
1322,recycled_kraft,3.2,2254.0,6468.0,0.0,0.114,0.055,88
1323,standard_corrugated,3.6,1730.5,4067.25,0.0,0.114,0.061,80
1324,food_grade_cardboard,2.7,6959.5,37594.12,0.001,0.152,0.071,62
1325,double_wall_corrugated,7.0,5652.0,26082.0,0.004,0.122,0.066,68
1326,corrugated,3.5,1762.0,4862.0,0.0,0.091,0.045,95
1327,standard_corrugated,3.4,6226.5,33075.0,0.001,0.129,0.065,72
1328,double_wall_corrugated,6.8,1721.5,3251.88,0.001,0.109,0.051,84
1329,heavy_duty_corrugated,7.0,5146.0,24480.0,0.004,0.123,0.068,66
1330,standard_corrugated,3.4,4835.5,22301.5,0.001,0.131,0.065,74
1331,standard_corrugated,4.3,2259.0,6930.0,0.001,0.102,0.052,88
1332,corrugated,3.9,4117.5,16031.25,0.001,0.121,0.063,79
1333,standard_corrugated,3.5,2122.0,5192.0,0.0,0.095,0.05,91
1334,heavy_duty_corrugated,7.1,3137.5,10741.5,0.003,0.119,0.066,73
1335,double_wall_corrugated,6.5,2507.5,8261.5,0.001,0.11,0.056,79
1336,corrugated,4.6,5905.0,30459.0,0.001,0.119,0.06,78
1337,standard_corrugated,4.1,1126.5,2227.5,0.0,0.096,0.052,89
1338,food_grade_cardboard,3.4,1953.0,5733.0,0.0,0.114,0.058,74
1339,standard_corrugated,4.4,5993.5,30112.5,0.002,0.129,0.064,74
1340,double_wall_corrugated,5.1,3565.5,13986.0,0.002,0.104,0.05,85
1341,heavy_duty_corrugated,7.3,8346.5,51738.75,0.007,0.173,0.097,39
1342,heavy_duty_corrugated,6.9,7528.0,42432.0,0.006,0.152,0.078,54
1343,double_wall_corrugated,6.8,4710.5,21285.0,0.003,0.138,0.073,65
1344,lightweight_cardboard,1.9,3299.5,11636.62,0.0,0.109,0.054,82
1345,heavy_duty_corrugated,7.0,10048.5,66701.25,0.007,0.166,0.084,43
1346,double_wall_corrugated,7.0,2819.5,9718.5,0.002,0.123,0.064,74
1347,recycled_kraft,2.2,5947.5,15231.12,0.0,0.116,0.054,84
1348,recycled_kraft,2.2,8658.5,44677.5,0.0,0.154,0.076,65
1349,double_wall_corrugated,6.3,3607.5,13118.88,0.002,0.105,0.054,81
1350,standard_corrugated,3.2,1402.0,2524.5,0.0,0.101,0.05,89
1351,lightweight_cardboard,2.4,1849.5,3098.25,0.0,0.091,0.048,90
1352,food_grade_cardboard,4.0,4948.0,18240.0,0.001,0.108,0.058,78
1353,recycled_kraft,2.5,6331.5,14265.62,0.0,0.097,0.051,91
1354,heavy_duty_corrugated,5.5,3220.0,11637.5,0.002,0.096,0.046,85
1355,corrugated,4.5,1399.5,2795.0,0.0,0.118,0.056,84
1356,recycled_kraft,3.1,5450.5,19188.75,0.0,0.11,0.056,86
1357,double_wall_corrugated,6.6,3219.0,11800.0,0.002,0.117,0.064,75
1358,double_wall_corrugated,5.9,1486.0,3045.0,0.001,0.114,0.06,79
1359,standard_corrugated,4.5,2252.5,5325.0,0.001,0.107,0.057,81
1360,double_wall_corrugated,6.4,1871.0,5355.0,0.001,0.094,0.047,90
1361,recycled_kraft,3.0,7057.0,25235.0,0.0,0.134,0.066,75
1362,standard_corrugated,4.2,9482.0,62422.5,0.002,0.167,0.085,56
1363,heavy_duty_corrugated,7.0,4865.5,23035.12,0.004,0.132,0.065,68
1364,heavy_duty_corrugated,6.4,1455.5,3151.88,0.001,0.112,0.052,82
1365,lightweight_cardboard,2.5,2454.5,6740.25,0.0,0.122,0.065,75
1366,heavy_duty_corrugated,6.6,2284.5,6075.0,0.002,0.108,0.053,79
1367,double_wall_corrugated,5.2,4751.0,19866.0,0.002,0.114,0.056,77
1368,standard_corrugated,3.6,6778.0,36408.0,0.001,0.143,0.068,70
1369,corrugated,4.1,5035.5,24234.25,0.001,0.108,0.059,80
1370,lightweight_cardboard,2.4,4637.5,12750.0,0.0,0.126,0.064,76
1371,standard_corrugated,4.1,1004.5,2131.5,0.0,0.09,0.047,91
1372,recycled_kraft,3.4,5840.5,15786.75,0.0,0.11,0.059,86
1373,standard_corrugated,4.1,4570.5,17637.75,0.001,0.129,0.064,73
1374,corrugated,4.9,6935.5,36421.0,0.002,0.14,0.073,68
1375,heavy_duty_corrugated,5.9,4979.5,20932.75,0.003,0.117,0.056,76
1376,corrugated,3.8,9030.0,57319.0,0.002,0.156,0.076,62
1377,standard_corrugated,4.0,3355.5,9347.88,0.001,0.121,0.064,78
1378,double_wall_corrugated,5.7,2520.5,6630.0,0.001,0.102,0.054,83
1379,recycled_kraft,2.9,8491.0,43365.0,0.001,0.159,0.078,65
1380,food_grade_cardboard,3.1,5551.5,24044.38,0.001,0.109,0.054,78
1381,corrugated,4.5,2984.5,10516.75,0.001,0.12,0.061,78
1382,standard_corrugated,3.0,9490.0,51504.0,0.001,0.167,0.078,60
1383,double_wall_corrugated,6.5,6778.5,37777.5,0.004,0.125,0.063,70
1384,standard_corrugated,4.2,3014.0,9660.0,0.001,0.107,0.052,86
1385,heavy_duty_corrugated,6.7,3102.0,11232.0,0.002,0.1,0.05,82
1386,recycled_kraft,2.3,5154.0,17517.5,0.0,0.125,0.066,77
1387,food_grade_cardboard,3.6,2526.5,8456.25,0.0,0.11,0.053,77
1388,standard_corrugated,3.6,2676.0,6401.5,0.001,0.111,0.053,83
1389,standard_corrugated,3.8,3569.5,13776.88,0.001,0.103,0.052,85
1390,recycled_kraft,2.4,4499.5,13342.88,0.0,0.104,0.055,85
1391,double_wall_corrugated,5.3,2974.0,9817.5,0.001,0.095,0.046,86
1392,recycled_kraft,2.8,4974.0,12109.5,0.0,0.106,0.05,91
1393,corrugated,4.8,3528.5,13571.25,0.001,0.116,0.057,79
1394,food_grade_cardboard,3.4,2490.0,8100.0,0.0,0.12,0.063,74
1395,corrugated,4.4,4406.0,19740.0,0.001,0.126,0.064,74
1396,standard_corrugated,3.8,3569.5,13776.88,0.001,0.112,0.059,83
1397,standard_corrugated,4.3,2998.0,9410.5,0.001,0.124,0.067,75
1398,lightweight_cardboard,1.5,2874.0,8910.0,0.0,0.116,0.061,79
1399,standard_corrugated,4.3,2081.0,6210.0,0.0,0.12,0.061,79
1400,double_wall_corrugated,6.9,6616.5,36240.75,0.004,0.137,0.072,62
1401,recycled_kraft,2.2,9019.5,44074.25,0.001,0.134,0.062,77
1402,food_grade_cardboard,2.9,6910.0,37128.0,0.001,0.119,0.065,69
1403,standard_corrugated,3.6,3295.0,12152.0,0.001,0.12,0.059,82
1404,standard_corrugated,4.5,2080.0,6000.0,0.001,0.094,0.045,92
1405,standard_corrugated,3.4,1943.0,5643.0,0.0,0.099,0.051,88
1406,recycled_kraft,3.3,6415.5,29106.0,0.0,0.13,0.063,78
1407,standard_corrugated,3.9,1597.0,3604.0,0.0,0.106,0.054,85
1408,standard_corrugated,4.0,7721.5,43672.0,0.002,0.148,0.076,65
1409,lightweight_cardboard,1.9,2659.5,8768.88,0.0,0.098,0.049,89
1410,lightweight_cardboard,2.4,1863.0,4788.0,0.0,0.101,0.053,87
1411,heavy_duty_corrugated,6.8,7512.0,42457.5,0.005,0.148,0.075,54
1412,lightweight_cardboard,1.8,2731.5,9506.88,0.0,0.125,0.062,79
1413,recycled_kraft,2.5,4761.5,13542.0,0.0,0.121,0.061,82
1414,double_wall_corrugated,6.2,4961.5,23268.75,0.003,0.139,0.073,63
1415,standard_corrugated,4.4,4916.0,20640.0,0.001,0.13,0.069,71
1416,standard_corrugated,4.3,1770.5,3705.0,0.0,0.107,0.053,85
1417,double_wall_corrugated,5.1,3538.0,13072.0,0.001,0.103,0.054,85
1418,heavy_duty_corrugated,6.0,6653.0,33915.0,0.004,0.141,0.069,61
1419,double_wall_corrugated,5.5,2957.5,10106.25,0.001,0.114,0.062,77
1420,food_grade_cardboard,3.8,2526.0,7740.0,0.0,0.111,0.055,76
1421,standard_corrugated,3.6,3365.0,11850.0,0.001,0.112,0.058,82
1422,lightweight_cardboard,2.3,1372.0,2992.0,0.0,0.104,0.048,89
1423,standard_corrugated,3.9,4358.0,15708.0,0.001,0.11,0.053,86
1424,standard_corrugated,3.3,4760.5,18268.25,0.001,0.119,0.06,79
1425,standard_corrugated,4.1,5574.5,26412.75,0.001,0.115,0.062,80
