product_id,product_length,product_width,product_height,product_weight,product_category,fragility_level,box_length,box_width,box_height,material_type,material_thickness,strength_score,cost_usd,carbon_footprint_kg,material_saved_percent,shipping_efficiency,sustainability_score,recyclability_rating,production_date
4049,20.72,14.64,9.52,4.65,food,medium,27.0,19.5,13.5,heavy_duty_corrugated,6.4,83.6,0.36,0.21,15.4,60.6,51.3,3,2024-11-16
4050,31.19,17.73,20.72,3.63,fragile,high,41.5,25.0,28.5,double_wall_corrugated,6.4,79.9,0.74,0.44,24.1,62.3,60.1,3,2024-08-05
4051,23.21,13.8,10.68,0.55,food,medium,29.0,18.5,15.0,food_grade_cardboard,4.0,51.1,0.29,0.15,22.7,54.0,60.7,3,2023-01-03
4052,26.57,14.42,2.54,0.78,books,low,32.5,19.0,6.0,lightweight_cardboard,1.7,45.0,0.21,0.1,27.0,54.0,67.2,4,2023-11-13
4053,52.58,36.82,5.29,1.74,clothing,low,59.5,42.5,7.5,recycled_kraft,3.2,45.0,0.43,0.18,31.4,55.5,76.8,5,2023-03-13
4054,26.73,15.27,23.52,2.05,food,medium,32.5,19.5,29.0,food_grade_cardboard,2.9,45.0,0.35,0.17,20.9,51.4,54.7,3,2023-05-25
4055,14.67,26.29,19.79,4.52,electronics,high,20.5,34.5,26.5,double_wall_corrugated,5.9,83.0,0.53,0.34,16.4,60.4,50.1,3,2024-02-14
4056,15.32,20.26,33.63,0.41,toys,medium,20.0,25.5,41.0,standard_corrugated,3.4,45.0,0.36,0.2,26.7,53.6,69.9,4,2023-10-12
4057,36.05,43.7,4.52,2.53,clothing,low,41.5,50.0,6.5,recycled_kraft,2.7,45.0,0.34,0.14,32.3,56.0,73.5,5,2023-03-13
4058,53.65,24.7,5.58,3.37,clothing,medium,66.0,32.0,9.0,recycled_kraft,2.0,45.0,0.33,0.13,19.9,51.1,54.2,5,2023-06-28
4059,19.7,24.74,10.53,1.06,toys,medium,24.0,30.0,13.5,standard_corrugated,3.5,45.0,0.27,0.15,16.0,49.4,51.1,4,2023-02-12
4060,21.45,31.81,18.21,1.08,food,medium,27.5,39.0,23.5,food_grade_cardboard,3.2,45.0,0.41,0.19,15.0,48.9,45.9,3,2023-07-19
4061,34.79,20.53,15.76,4.32,fragile,medium,43.0,26.5,21.0,heavy_duty_corrugated,6.8,75.9,0.59,0.39,24.1,61.2,62.1,3,2024-02-13
4062,54.19,22.2,12.29,0.32,clothing,low,62.0,27.0,16.0,recycled_kraft,3.0,45.0,0.39,0.16,30.8,55.3,70.4,5,2023-08-22
4063,13.13,15.54,14.43,1.86,fragile,high,18.0,21.0,19.5,corrugated,4.4,61.9,0.29,0.16,14.6,53.9,46.8,4,2023-12-28
4064,37.99,34.92,18.09,4.99,electronics,high,50.0,46.0,25.5,double_wall_corrugated,5.6,68.3,1.01,0.59,15.5,54.9,45.3,3,2024-05-16
4065,17.2,16.15,2.45,1.99,books,low,21.0,19.5,4.5,standard_corrugated,4.4,50.8,0.22,0.12,27.4,55.8,65.8,4,2023-05-04
4066,20.16,21.81,6.49,0.34,books,low,25.5,27.0,10.5,lightweight_cardboard,1.9,45.0,0.22,0.11,28.9,54.7,75.0,4,2023-11-07
4067,34.47,21.2,10.11,2.99,electronics,high,42.5,27.0,13.5,double_wall_corrugated,5.4,78.1,0.51,0.29,20.1,60.6,51.4,3,2023-06-22
4068,30.59,27.87,10.97,1.27,fragile,high,39.5,36.0,16.0,corrugated,4.3,55.1,0.44,0.26,20.6,54.0,59.8,4,2024-04-19
4069,25.61,27.54,13.87,2.31,clothing,low,30.5,32.5,17.5,recycled_kraft,3.1,45.0,0.32,0.14,20.3,51.2,55.8,5,2023-08-02
4070,28.37,14.23,13.06,5.07,food,low,35.0,19.0,17.5,heavy_duty_corrugated,5.5,77.5,0.4,0.23,24.5,62.4,59.6,3,2024-07-14
4071,17.18,18.19,2.37,2.29,books,low,21.5,23.0,5.5,standard_corrugated,3.4,45.0,0.22,0.12,19.5,50.9,56.6,4,2023-09-02
4072,34.15,19.64,4.89,2.38,clothing,medium,42.0,25.5,8.5,recycled_kraft,3.2,45.0,0.3,0.13,21.6,51.8,58.5,5,2023-02-23
4073,22.68,22.79,19.74,4.02,electronics,high,29.5,29.5,25.5,double_wall_corrugated,6.0,86.1,0.58,0.36,15.4,60.9,42.9,3,2024-12-04
4074,21.36,11.88,15.64,2.96,fragile,high,28.5,17.0,21.5,double_wall_corrugated,5.8,88.2,0.4,0.26,19.8,63.6,52.9,3,2023-04-12
4075,36.48,44.23,9.16,3.24,clothing,low,43.0,51.5,12.0,recycled_kraft,3.4,45.0,0.43,0.18,21.1,51.4,60.2,5,2024-05-11
4076,41.61,15.18,12.97,0.46,toys,medium,49.0,19.0,16.0,standard_corrugated,3.1,45.0,0.33,0.18,17.1,49.8,55.4,4,2024-06-19
4077,21.36,19.2,23.4,1.6,fragile,high,27.5,24.5,30.0,corrugated,4.4,57.4,0.39,0.24,19.1,54.1,57.1,4,2024-07-27
4078,19.89,23.12,26.57,4.41,fragile,high,26.5,30.5,35.0,double_wall_corrugated,5.7,76.7,0.67,0.38,24.1,61.5,61.1,3,2024-09-02
4079,31.4,20.35,6.03,3.92,food,medium,40.0,26.5,10.0,food_grade_cardboard,2.6,45.0,0.3,0.13,22.6,52.2,56.4,3,2023-06-06
4080,16.14,18.05,5.89,1.96,books,low,19.5,21.5,8.0,standard_corrugated,3.3,45.0,0.22,0.11,18.4,50.5,54.7,4,2023-01-08
4081,19.5,12.84,9.09,0.28,food,medium,24.0,16.0,12.0,food_grade_cardboard,3.4,45.0,0.24,0.12,13.1,48.4,43.9,3,2024-04-03
4082,18.29,24.96,22.89,5.56,food,low,23.0,30.5,28.5,heavy_duty_corrugated,5.6,69.5,0.51,0.31,26.7,60.6,59.6,3,2023-09-29
4083,38.36,37.72,15.1,1.4,toys,medium,47.5,46.5,20.5,standard_corrugated,3.9,45.0,0.59,0.32,12.1,47.4,44.1,4,2024-02-21
4084,20.93,23.49,3.56,1.23,books,low,25.5,28.5,6.5,standard_corrugated,4.4,57.8,0.26,0.15,23.8,56.4,65.6,4,2023-11-16
4085,11.82,25.63,17.03,0.5,food,medium,16.0,32.0,22.0,food_grade_cardboard,3.7,45.0,0.31,0.16,27.1,53.9,70.6,3,2023-09-12
4086,18.72,10.58,3.91,2.09,books,low,23.0,14.0,6.5,standard_corrugated,3.5,45.2,0.2,0.11,16.9,50.0,57.1,4,2024-10-12
4087,54.06,32.76,8.77,1.69,clothing,low,62.5,39.0,12.5,recycled_kraft,2.2,45.0,0.42,0.15,17.2,49.9,53.7,5,2023-06-06
4088,25.74,30.66,7.1,3.26,toys,low,32.5,38.0,11.0,standard_corrugated,3.7,45.0,0.35,0.18,17.0,49.8,56.9,4,2023-11-01
4089,25.58,27.96,13.35,3.37,fragile,high,34.0,36.5,19.0,double_wall_corrugated,5.8,85.9,0.63,0.38,19.2,62.3,51.0,3,2023-04-19
4090,35.99,22.59,6.66,3.48,clothing,low,43.0,27.5,9.5,recycled_kraft,3.5,45.0,0.32,0.14,26.3,53.6,70.5,5,2023-03-29
4091,32.17,40.87,8.56,2.51,clothing,low,38.5,48.0,12.5,recycled_kraft,3.5,45.0,0.4,0.17,31.3,55.5,69.7,5,2024-12-06
4092,20.68,29.61,19.92,4.51,fragile,high,28.5,39.5,27.5,double_wall_corrugated,5.8,75.5,0.66,0.41,23.9,61.0,54.1,3,2023-01-05
4093,11.66,19.15,24.75,1.03,fragile,high,15.5,24.5,31.0,corrugated,3.7,47.3,0.31,0.17,14.0,49.3,48.5,4,2024-12-28
4094,18.27,23.89,3.39,1.53,books,low,22.5,28.5,6.0,standard_corrugated,4.4,57.7,0.24,0.14,17.3,53.8,49.4,4,2024-03-12
4095,10.6,25.22,14.54,5.23,food,low,15.0,31.5,19.5,heavy_duty_corrugated,7.1,75.3,0.42,0.26,13.9,57.4,41.4,3,2024-07-09
4096,10.05,13.07,21.55,3.61,fragile,medium,14.0,17.5,27.5,standard_corrugated,3.8,45.0,0.25,0.15,23.1,52.3,58.6,4,2023-08-27
4097,49.18,15.29,11.81,0.72,clothing,low,56.0,19.0,15.0,recycled_kraft,2.5,45.0,0.31,0.13,33.1,56.4,79.9,5,2023-05-15
4098,29.89,42.94,4.59,3.51,clothing,low,36.5,51.0,7.5,recycled_kraft,2.7,45.0,0.32,0.15,21.2,51.5,63.1,5,2024-05-26
4099,23.77,22.71,5.69,3.08,clothing,low,28.5,27.5,8.0,recycled_kraft,3.4,45.0,0.24,0.11,20.5,51.4,56.9,5,2024-08-04
4100,25.55,17.77,10.07,0.82,clothing,low,30.0,21.5,13.0,recycled_kraft,2.3,45.0,0.24,0.11,16.8,49.9,57.7,5,2024-08-13
4101,15.41,32.99,24.15,5.96,electronics,high,22.0,44.0,33.0,double_wall_corrugated,6.6,79.4,0.78,0.49,15.4,58.5,46.4,3,2024-02-15
4102,32.76,24.85,12.03,3.32,electronics,high,43.0,33.0,17.5,double_wall_corrugated,5.0,73.5,0.56,0.36,12.1,55.8,38.2,3,2024-09-02
4103,36.16,10.18,8.93,5.38,food,high,47.5,15.5,14.0,double_wall_corrugated,6.8,87.9,0.48,0.28,12.8,60.6,44.5,3,2024-07-19
4104,38.87,7.91,22.86,2.76,electronics,low,45.5,11.5,28.0,standard_corrugated,3.8,45.1,0.36,0.2,23.2,52.2,65.6,4,2023-07-20
4105,55.35,46.55,6.5,0.96,clothing,low,63.5,54.0,9.5,recycled_kraft,2.3,45.0,0.49,0.18,28.7,54.4,72.9,5,2024-01-17
4106,8.9,18.86,6.97,3.88,electronics,medium,13.5,25.0,11.0,standard_corrugated,3.0,45.0,0.22,0.11,18.4,50.5,54.0,4,2023-07-05
4107,17.86,25.68,31.2,2.26,toys,low,21.5,30.0,36.0,standard_corrugated,3.8,45.0,0.4,0.21,21.3,51.4,55.8,4,2024-10-18
4108,41.9,12.23,7.18,0.72,toys,medium,50.5,16.5,11.0,standard_corrugated,3.4,45.0,0.3,0.15,14.4,48.8,51.8,4,2024-09-20
4109,26.41,11.71,17.06,5.64,electronics,high,35.0,17.0,23.5,double_wall_corrugated,6.3,84.7,0.49,0.3,23.1,63.8,59.1,3,2024-08-21
4110,46.07,26.58,8.7,1.92,toys,high,58.0,34.5,13.0,corrugated,3.9,52.1,0.49,0.27,15.8,51.1,44.9,4,2023-10-29
4111,25.02,12.24,25.8,0.74,fragile,low,29.0,15.0,30.0,lightweight_cardboard,1.6,45.0,0.25,0.11,34.4,56.9,77.7,4,2024-09-06
4112,23.55,25.27,5.06,1.54,food,low,27.5,29.5,7.5,food_grade_cardboard,3.3,45.0,0.27,0.14,23.0,52.3,63.3,3,2023-10-30
4113,34.33,15.22,25.63,3.37,toys,medium,42.5,20.0,32.0,standard_corrugated,3.8,48.1,0.44,0.25,23.3,53.0,56.5,4,2024-04-21
4114,59.52,20.36,8.71,2.65,clothing,low,68.0,25.0,12.0,recycled_kraft,2.7,45.0,0.35,0.14,26.5,53.7,68.9,5,2023-11-11
4115,30.74,13.69,19.78,3.54,food,low,38.0,18.5,25.5,food_grade_cardboard,3.2,45.0,0.35,0.17,20.4,51.2,59.3,3,2024-09-06
4116,27.94,21.66,9.44,3.68,electronics,high,37.5,30.0,15.0,double_wall_corrugated,6.2,83.6,0.55,0.34,15.3,60.2,43.9,3,2024-03-04
4117,19.2,18.14,3.01,2.0,books,medium,24.0,22.5,5.0,standard_corrugated,3.8,46.4,0.23,0.12,15.5,49.8,49.8,4,2024-01-01
4118,12.67,21.16,26.18,0.94,fragile,medium,16.5,26.0,32.0,standard_corrugated,3.2,45.0,0.3,0.17,18.5,50.4,58.7,4,2023-03-03
4119,58.77,48.45,7.95,4.19,clothing,low,67.5,56.0,10.5,heavy_duty_corrugated,5.9,74.5,0.96,0.61,12.2,55.4,38.6,3,2023-05-05
4120,22.78,16.6,5.41,2.02,books,low,27.0,20.5,8.0,standard_corrugated,3.2,45.0,0.24,0.12,26.2,53.6,69.8,4,2024-01-05
4121,14.0,17.17,14.66,1.62,fragile,high,19.5,23.5,20.5,corrugated,4.5,57.7,0.29,0.17,16.3,53.3,51.2,4,2024-10-14
4122,35.67,12.95,13.06,0.34,toys,low,42.5,17.5,17.5,lightweight_cardboard,2.0,45.0,0.27,0.12,17.5,50.1,51.0,4,2023-09-25
4123,15.02,22.4,7.98,2.05,books,low,18.0,26.5,10.5,standard_corrugated,3.6,45.1,0.25,0.14,25.0,53.1,65.6,4,2024-05-28
4124,11.41,30.44,15.71,1.63,electronics,medium,15.0,37.0,20.0,standard_corrugated,4.2,51.7,0.31,0.18,18.4,52.3,56.7,4,2023-02-11
4125,10.52,22.24,10.44,4.27,fragile,medium,14.0,28.0,14.0,heavy_duty_corrugated,6.2,80.4,0.32,0.2,16.2,60.0,45.3,3,2023-07-01
4126,13.88,20.8,11.61,3.45,fragile,high,19.0,27.5,16.0,double_wall_corrugated,6.1,88.2,0.41,0.22,20.7,64.1,52.8,3,2023-01-11
4127,30.44,16.53,22.98,5.35,fragile,high,40.5,23.0,31.0,double_wall_corrugated,5.1,68.7,0.62,0.36,21.2,58.0,54.3,3,2023-08-28
4128,11.94,12.42,29.75,2.38,fragile,high,17.0,17.5,38.0,double_wall_corrugated,6.5,93.4,0.45,0.3,24.1,66.8,59.5,3,2024-01-04
4129,34.21,28.7,18.24,4.95,fragile,high,45.0,38.0,25.5,double_wall_corrugated,6.4,77.3,0.92,0.58,24.8,61.4,60.4,3,2024-08-12
4130,20.85,19.16,14.83,1.18,food,medium,26.5,24.5,19.5,food_grade_cardboard,3.7,45.0,0.31,0.16,23.3,52.3,57.7,3,2024-02-10
4131,29.52,23.3,31.96,0.18,toys,medium,35.5,28.5,38.5,standard_corrugated,4.3,48.0,0.51,0.29,12.1,48.4,40.6,4,2023-08-01
4132,29.93,16.39,22.91,1.13,fragile,high,37.5,21.5,29.0,corrugated,4.6,57.0,0.46,0.26,12.0,51.1,46.0,4,2023-04-19
4133,26.7,43.75,7.02,2.71,clothing,low,30.5,49.5,9.0,recycled_kraft,3.3,45.0,0.33,0.15,34.5,56.8,79.9,5,2023-06-26
4134,24.66,17.47,4.58,2.3,electronics,high,32.5,24.0,8.5,double_wall_corrugated,5.7,87.9,0.38,0.23,23.7,65.2,61.6,3,2023-02-06
4135,31.0,14.73,16.37,3.55,fragile,high,41.0,21.0,23.0,double_wall_corrugated,5.7,80.7,0.55,0.32,21.3,61.8,58.0,3,2024-11-19
4136,39.87,41.55,3.77,1.62,clothing,low,46.5,48.5,7.0,recycled_kraft,3.4,45.0,0.4,0.17,22.9,52.2,56.3,5,2024-07-23
4137,27.26,17.13,6.43,0.37,books,medium,32.5,21.0,9.0,standard_corrugated,4.4,57.3,0.27,0.15,13.3,52.1,51.4,4,2023-09-16
4138,29.62,22.68,7.13,1.8,books,low,35.5,27.5,10.5,standard_corrugated,3.8,45.9,0.31,0.17,23.3,52.6,58.5,4,2023-06-10
4139,27.06,8.04,8.77,2.48,electronics,medium,32.5,10.5,11.5,standard_corrugated,3.5,45.0,0.22,0.12,14.0,48.7,44.4,4,2023-03-16
4140,34.42,24.58,16.57,4.09,fragile,high,44.0,31.5,22.0,double_wall_corrugated,6.7,79.6,0.74,0.48,19.0,60.0,47.3,3,2023-07-18
4141,26.56,22.07,3.5,0.42,books,low,31.5,26.5,6.0,lightweight_cardboard,1.8,45.0,0.22,0.1,30.5,55.4,75.8,4,2023-02-06
4142,15.98,20.89,4.28,2.34,books,low,20.0,25.0,7.0,standard_corrugated,3.2,45.0,0.22,0.12,26.0,53.5,63.9,4,2024-11-20
4143,21.41,19.26,28.89,2.02,fragile,high,28.5,26.0,37.5,double_wall_corrugated,6.3,86.5,0.71,0.41,25.8,65.0,56.0,3,2024-07-01
4144,32.41,17.78,8.34,2.74,clothing,low,38.5,22.0,12.0,recycled_kraft,2.1,45.0,0.26,0.1,24.4,53.0,60.2,5,2023-10-14
4145,33.54,34.22,21.81,7.99,food,medium,41.0,42.0,27.5,heavy_duty_corrugated,6.3,65.8,0.83,0.52,22.9,57.3,51.5,3,2024-02-28
4146,20.35,21.05,5.85,2.12,books,medium,25.0,26.0,8.5,standard_corrugated,4.2,52.6,0.26,0.14,26.2,55.8,62.9,4,2024-03-13
4147,20.08,34.54,7.74,4.18,electronics,high,26.5,44.5,11.5,double_wall_corrugated,5.6,87.5,0.52,0.3,13.4,60.7,42.8,3,2024-12-10
4148,52.82,16.86,9.36,2.13,clothing,low,59.5,20.0,12.0,recycled_kraft,3.4,45.0,0.33,0.14,17.4,50.0,50.0,5,2024-01-08
4149,12.69,14.56,34.23,2.51,toys,medium,16.5,18.5,41.0,standard_corrugated,4.4,56.1,0.34,0.19,25.2,56.3,62.4,4,2023-08-13
4150,16.0,23.35,7.34,1.09,books,medium,21.0,29.5,11.0,standard_corrugated,4.2,51.4,0.27,0.16,18.5,52.3,54.0,4,2024-11-24
4151,22.71,21.72,14.8,3.01,fragile,high,29.5,28.5,20.0,double_wall_corrugated,7.0,91.5,0.56,0.34,26.2,66.9,64.9,3,2024-07-30
4152,26.05,21.43,20.49,3.61,fragile,high,35.0,29.5,28.0,double_wall_corrugated,6.1,80.9,0.66,0.42,15.8,59.3,42.6,3,2024-09-06
4153,43.52,29.91,6.92,2.53,clothing,low,50.0,35.0,10.0,recycled_kraft,2.9,45.0,0.36,0.15,18.7,50.5,54.8,5,2024-03-05
4154,15.43,32.76,7.18,1.49,food,low,19.0,38.0,10.0,food_grade_cardboard,3.8,45.0,0.28,0.14,22.0,51.9,63.4,3,2023-06-19
4155,32.82,10.84,24.61,2.83,electronics,high,41.5,15.0,31.5,double_wall_corrugated,6.0,83.0,0.61,0.37,19.0,61.4,56.0,3,2024-01-05
4156,36.59,19.72,16.47,6.57,food,high,47.5,27.0,23.0,double_wall_corrugated,5.8,75.6,0.67,0.41,25.5,61.6,60.6,3,2024-09-15
4157,7.39,22.94,24.18,0.36,electronics,high,11.0,30.0,31.5,corrugated,4.4,61.5,0.33,0.18,25.2,58.0,63.5,4,2023-04-03
4158,29.02,21.79,9.62,2.52,food,medium,34.5,26.5,12.5,food_grade_cardboard,3.5,45.0,0.32,0.17,17.2,49.9,53.7,3,2024-08-09
4159,24.81,19.81,29.22,3.47,toys,medium,32.5,26.5,37.5,standard_corrugated,4.1,45.2,0.45,0.25,25.4,53.0,63.0,4,2024-04-20
4160,33.04,29.38,6.81,2.19,clothing,high,41.0,36.5,9.5,double_wall_corrugated,6.3,97.5,0.55,0.35,17.5,65.2,45.9,3,2023-01-15
4161,34.48,19.06,28.75,5.77,fragile,high,45.5,26.5,38.5,double_wall_corrugated,6.5,80.5,0.91,0.57,22.0,61.2,51.2,3,2023-10-13
4162,45.41,10.57,23.16,3.46,toys,high,57.0,14.5,30.0,double_wall_corrugated,6.3,85.4,0.72,0.44,15.1,60.3,48.6,3,2023-01-23
4163,20.54,13.86,5.41,1.77,books,high,27.5,19.5,9.5,corrugated,4.2,52.6,0.26,0.14,16.2,51.8,52.9,4,2024-05-17
4164,23.27,16.21,2.89,1.0,books,low,28.0,20.0,5.5,standard_corrugated,3.2,45.0,0.22,0.12,19.2,50.8,54.2,4,2024-08-26
4165,27.25,8.16,6.91,1.25,food,medium,33.5,11.5,10.0,food_grade_cardboard,3.7,45.0,0.24,0.12,17.0,49.9,57.6,3,2024-10-31
4166,54.4,48.07,3.96,3.07,clothing,low,63.0,55.5,6.0,recycled_kraft,2.0,45.0,0.43,0.16,19.0,50.6,54.2,5,2023-05-03
4167,33.82,22.5,24.34,2.95,fragile,low,39.0,26.5,28.5,standard_corrugated,4.5,49.0,0.47,0.27,22.7,53.0,57.6,4,2024-09-06
4168,10.85,16.43,19.49,3.34,fragile,high,16.0,23.0,27.0,double_wall_corrugated,6.7,87.1,0.42,0.27,14.8,61.2,48.0,3,2023-09-29
4169,21.53,19.22,26.22,4.44,fragile,high,29.5,26.5,35.5,double_wall_corrugated,6.3,75.9,0.67,0.44,12.5,56.4,40.6,3,2023-06-07
4170,47.38,21.06,10.33,2.22,toys,medium,57.0,26.5,14.0,standard_corrugated,4.4,46.0,0.43,0.26,12.5,48.0,41.5,4,2024-08-02
4171,28.15,28.24,21.18,0.81,toys,medium,34.5,34.5,26.5,standard_corrugated,3.9,46.4,0.45,0.25,17.7,50.2,51.2,4,2023-10-16
4172,24.92,10.4,12.12,3.7,fragile,high,32.0,14.0,16.5,double_wall_corrugated,5.1,80.2,0.35,0.21,14.3,59.2,45.6,3,2024-03-16
4173,11.71,9.25,12.96,0.22,electronics,high,16.5,13.5,18.0,corrugated,4.3,55.3,0.24,0.13,26.7,56.9,69.8,4,2023-09-09
4174,25.05,21.4,2.71,1.4,books,low,29.5,25.5,5.0,standard_corrugated,3.4,45.0,0.24,0.13,15.2,49.2,46.4,4,2024-10-29
4175,27.26,20.46,7.56,2.1,books,low,31.5,24.0,9.5,standard_corrugated,3.6,45.0,0.26,0.15,13.1,48.3,49.2,4,2024-04-13
4176,13.1,16.32,20.43,3.04,electronics,high,18.5,22.5,27.5,double_wall_corrugated,5.9,88.5,0.41,0.27,18.5,63.1,49.0,3,2024-12-19
4177,20.89,28.39,24.14,1.07,fragile,high,27.5,36.5,31.0,corrugated,4.7,57.5,0.5,0.29,15.1,52.4,44.9,4,2024-06-21
4178,18.48,10.22,5.92,1.43,books,low,21.5,12.5,8.0,standard_corrugated,3.8,45.6,0.2,0.11,13.0,48.6,45.6,4,2024-09-28
4179,31.24,11.99,14.34,4.26,electronics,high,40.0,16.0,19.0,double_wall_corrugated,5.9,86.9,0.45,0.28,24.0,64.8,65.3,3,2024-06-09
4180,35.93,9.15,24.56,6.17,food,medium,45.0,13.5,31.5,heavy_duty_corrugated,6.1,70.2,0.57,0.36,20.9,58.3,55.0,3,2024-11-27
4181,32.05,28.55,19.45,4.03,food,medium,39.0,35.0,24.5,heavy_duty_corrugated,6.6,77.2,0.71,0.47,12.9,56.9,42.7,3,2024-10-16
4182,48.74,28.02,5.39,2.11,clothing,high,61.5,36.5,9.5,double_wall_corrugated,5.5,78.1,0.71,0.42,19.5,60.0,51.4,3,2024-12-06
4183,22.46,49.02,4.16,1.86,clothing,low,26.5,56.0,6.5,recycled_kraft,2.4,45.0,0.3,0.12,17.0,49.9,57.9,5,2023-01-16
4184,35.06,14.03,23.7,1.99,electronics,high,43.5,18.5,30.0,corrugated,4.6,61.5,0.47,0.26,17.8,54.8,48.3,4,2023-10-20
4185,38.7,18.25,8.89,0.47,electronics,high,49.0,24.5,13.5,corrugated,4.0,51.3,0.4,0.21,25.2,54.8,64.6,4,2023-09-08
4186,39.78,19.66,15.11,4.74,electronics,high,51.0,26.5,21.0,double_wall_corrugated,5.1,67.9,0.6,0.4,23.8,58.7,60.7,3,2023-06-10
4187,15.17,16.18,6.95,3.46,food,low,19.0,20.0,9.5,food_grade_cardboard,3.0,45.0,0.21,0.11,26.4,53.7,68.7,3,2023-09-15
4188,17.69,10.08,17.08,0.8,fragile,high,23.5,14.0,22.5,corrugated,4.5,68.2,0.29,0.16,14.2,55.7,52.1,4,2024-06-28
4189,19.61,19.02,22.91,2.21,food,medium,24.0,23.0,27.5,food_grade_cardboard,3.7,45.0,0.34,0.17,20.5,51.2,58.4,3,2023-03-04
4190,31.99,20.04,8.83,2.72,toys,high,41.0,26.5,13.0,double_wall_corrugated,6.9,88.2,0.58,0.35,12.3,60.3,44.7,3,2023-12-06
4191,33.75,20.26,9.11,1.88,electronics,medium,41.0,25.5,12.5,standard_corrugated,4.1,50.3,0.33,0.19,25.2,54.6,60.8,4,2023-10-16
4192,32.92,16.49,20.62,5.15,fragile,high,43.0,23.0,28.0,double_wall_corrugated,5.9,83.3,0.64,0.4,17.9,60.9,46.5,3,2023-03-19
4193,27.34,46.56,9.08,0.52,clothing,low,32.5,53.5,12.5,recycled_kraft,2.4,45.0,0.35,0.14,17.4,50.0,52.7,5,2024-03-11
4194,11.74,17.9,6.8,0.82,toys,low,15.5,22.0,10.0,lightweight_cardboard,1.6,45.0,0.19,0.09,22.7,52.3,65.8,4,2023-08-30
4195,52.07,28.67,11.94,4.38,clothing,low,61.5,35.0,16.5,heavy_duty_corrugated,6.8,72.7,0.82,0.51,14.0,55.9,40.1,3,2024-03-31
4196,45.02,18.88,10.91,1.35,toys,medium,54.5,24.0,15.0,standard_corrugated,3.8,45.0,0.41,0.21,20.9,51.2,58.4,4,2023-07-22
4197,25.09,13.55,6.21,1.13,books,low,29.5,17.0,9.0,standard_corrugated,4.0,52.5,0.23,0.14,24.7,55.2,63.2,4,2024-01-07
4198,23.83,26.49,17.25,4.14,fragile,high,31.5,34.5,23.0,double_wall_corrugated,5.5,79.9,0.6,0.35,23.8,62.4,61.8,3,2023-08-19
4199,29.62,19.97,4.71,0.7,books,low,34.0,23.5,6.5,lightweight_cardboard,1.8,45.0,0.22,0.11,30.0,55.2,69.8,4,2024-08-28
4200,13.98,16.19,14.14,1.79,fragile,high,19.5,22.0,20.0,corrugated,3.9,50.7,0.28,0.16,17.7,51.8,54.3,4,2024-05-01
4201,18.44,19.99,20.45,3.93,food,medium,24.5,26.5,27.0,food_grade_cardboard,3.7,45.0,0.35,0.17,17.9,50.2,54.2,3,2023-06-26
4202,7.78,17.78,14.75,0.75,electronics,high,11.0,23.0,19.5,corrugated,3.8,52.2,0.24,0.13,12.5,50.3,45.2,4,2023-10-30
4203,17.19,14.65,3.33,1.19,books,low,22.0,19.0,6.5,standard_corrugated,3.9,52.4,0.21,0.12,25.1,55.4,67.3,4,2024-10-22
4204,33.58,35.67,11.81,3.32,clothing,low,40.5,42.5,16.0,recycled_kraft,2.1,45.0,0.37,0.14,28.1,54.3,64.6,5,2023-07-18
4205,28.98,29.17,11.33,4.84,electronics,high,38.0,38.0,16.0,double_wall_corrugated,6.1,79.3,0.66,0.42,18.5,59.9,52.8,3,2023-07-31
4206,26.49,18.98,5.01,1.8,books,low,30.5,22.0,7.0,standard_corrugated,3.1,45.0,0.25,0.12,26.3,53.7,65.5,4,2023-11-13
4207,34.49,18.62,11.34,2.44,fragile,low,40.0,22.5,14.5,standard_corrugated,3.3,45.0,0.3,0.17,16.2,49.5,53.8,4,2024-01-04
4208,15.57,15.13,9.51,3.74,food,medium,21.0,20.5,14.0,food_grade_cardboard,2.7,45.0,0.23,0.11,17.4,50.1,52.0,3,2024-05-31
4209,32.5,11.6,26.8,4.39,fragile,high,41.5,15.5,34.5,double_wall_corrugated,5.7,79.5,0.62,0.37,27.2,63.6,60.3,3,2023-06-08
4210,28.37,13.89,21.69,3.12,fragile,high,37.0,19.5,29.0,double_wall_corrugated,5.7,83.6,0.58,0.34,13.0,59.3,41.6,3,2024-12-02
4211,15.56,23.0,34.96,0.77,toys,high,22.0,31.0,45.0,corrugated,4.7,55.8,0.51,0.31,24.5,55.6,63.5,4,2024-07-21
4212,16.13,18.67,3.48,1.84,books,medium,21.0,24.0,6.5,standard_corrugated,3.3,45.0,0.22,0.12,23.5,52.5,64.9,4,2024-03-15
4213,27.54,10.34,20.41,1.84,electronics,medium,34.0,14.0,26.0,standard_corrugated,3.1,45.0,0.3,0.16,26.4,53.6,65.4,4,2024-01-31
4214,34.77,18.05,14.11,4.5,food,low,41.5,22.5,18.5,heavy_duty_corrugated,6.7,78.4,0.51,0.34,13.4,57.9,47.7,3,2023-07-13
4215,21.64,20.87,5.41,1.13,books,low,25.0,24.5,7.5,standard_corrugated,4.0,48.8,0.26,0.14,27.5,55.2,67.5,4,2024-06-21
4216,44.1,30.7,3.47,1.11,clothing,low,51.5,37.0,7.0,recycled_kraft,2.4,45.0,0.32,0.14,16.8,49.8,50.9,5,2023-03-09
